file_name,category,is_real_vulnerability,cwe
BenchmarkTest00533.java,hash,true,"CWE-328"
BenchmarkTest00534.java,hash,true,"CWE-328"
BenchmarkTest00535.java,hash,false,"CWE-328"
BenchmarkTest00536.java,hash,true,"CWE-328"
BenchmarkTest00537.java,hash,true,"CWE-328"
BenchmarkTest00538.java,hash,false,"CWE-328"
BenchmarkTest00539.java,hash,false,"CWE-328"
BenchmarkTest00540.java,hash,false,"CWE-328"
BenchmarkTest00541.java,xss,true,"CWE-79"
BenchmarkTest00542.java,xss,true,"CWE-79"
BenchmarkTest00543.java,xss,true,"CWE-79"
BenchmarkTest00544.java,xss,false,"CWE-79"
BenchmarkTest00545.java,xss,false,"CWE-79"
BenchmarkTest00546.java,xss,false,"CWE-79"
BenchmarkTest00547.java,xss,true,"CWE-79"
BenchmarkTest00548.java,xss,false,"CWE-79"
BenchmarkTest00549.java,xss,true,"CWE-79"
BenchmarkTest00550.java,xss,false,"CWE-79"
BenchmarkTest00551.java,xss,true,"CWE-79"
BenchmarkTest00552.java,xss,true,"CWE-79"
BenchmarkTest00553.java,xss,false,"CWE-79"
BenchmarkTest00554.java,xss,true,"CWE-79"
BenchmarkTest00555.java,xss,true,"CWE-79"
BenchmarkTest00556.java,xss,false,"CWE-79"
BenchmarkTest00557.java,xss,true,"CWE-79"
BenchmarkTest00558.java,cmdi,false,"CWE-78"
BenchmarkTest00559.java,cmdi,false,"CWE-78"
BenchmarkTest00560.java,weakrand,true,"CWE-330"
BenchmarkTest00561.java,weakrand,true,"CWE-330"
BenchmarkTest00562.java,weakrand,true,"CWE-330"
BenchmarkTest00563.java,weakrand,true,"CWE-330"
BenchmarkTest00564.java,weakrand,true,"CWE-330"
BenchmarkTest00565.java,securecookie,true,"CWE-614"
BenchmarkTest00566.java,securecookie,true,"CWE-614"
BenchmarkTest00567.java,cmdi,true,"CWE-78"
BenchmarkTest00568.java,cmdi,true,"CWE-78"
BenchmarkTest00569.java,cmdi,false,"CWE-78"
BenchmarkTest00570.java,cmdi,false,"CWE-78"
BenchmarkTest00571.java,cmdi,false,"CWE-78"
BenchmarkTest00572.java,cmdi,false,"CWE-78"
BenchmarkTest00573.java,cmdi,true,"CWE-78"
BenchmarkTest00574.java,cmdi,true,"CWE-78"
BenchmarkTest00575.java,cmdi,true,"CWE-78"
BenchmarkTest00576.java,cmdi,true,"CWE-78"
BenchmarkTest00577.java,weakrand,false,"CWE-330"
BenchmarkTest00578.java,weakrand,false,"CWE-330"
BenchmarkTest00579.java,weakrand,false,"CWE-330"
BenchmarkTest00580.java,weakrand,false,"CWE-330"
BenchmarkTest00581.java,weakrand,false,"CWE-330"
BenchmarkTest00582.java,weakrand,false,"CWE-330"
BenchmarkTest00583.java,weakrand,false,"CWE-330"
BenchmarkTest00584.java,weakrand,false,"CWE-330"
BenchmarkTest00585.java,weakrand,false,"CWE-330"
BenchmarkTest00589.java,sqli,false,"CWE-89"
BenchmarkTest00590.java,sqli,true,"CWE-89"
BenchmarkTest00591.java,sqli,true,"CWE-89"
BenchmarkTest00592.java,sqli,false,"CWE-89"
BenchmarkTest00593.java,sqli,true,"CWE-89"
BenchmarkTest00594.java,sqli,true,"CWE-89"
BenchmarkTest00595.java,sqli,true,"CWE-89"
BenchmarkTest00596.java,sqli,true,"CWE-89"
BenchmarkTest00597.java,sqli,true,"CWE-89"
BenchmarkTest00598.java,sqli,true,"CWE-89"
BenchmarkTest00599.java,sqli,false,"CWE-89"
BenchmarkTest00600.java,sqli,true,"CWE-89"
BenchmarkTest00601.java,sqli,false,"CWE-89"
BenchmarkTest00602.java,sqli,false,"CWE-89"
BenchmarkTest00603.java,sqli,true,"CWE-89"
BenchmarkTest00604.java,sqli,true,"CWE-89"
BenchmarkTest00605.java,sqli,false,"CWE-89"
BenchmarkTest00606.java,sqli,true,"CWE-89"
BenchmarkTest00607.java,xpathi,true,"CWE-643"
BenchmarkTest00608.java,crypto,true,"CWE-327"
BenchmarkTest00609.java,crypto,true,"CWE-327"
BenchmarkTest00610.java,crypto,true,"CWE-327"
BenchmarkTest00611.java,crypto,true,"CWE-327"
BenchmarkTest00612.java,crypto,false,"CWE-327"
BenchmarkTest00613.java,crypto,false,"CWE-327"
BenchmarkTest00614.java,crypto,true,"CWE-327"
BenchmarkTest00615.java,crypto,true,"CWE-327"
BenchmarkTest00616.java,crypto,true,"CWE-327"
BenchmarkTest00617.java,crypto,true,"CWE-327"
BenchmarkTest00618.java,crypto,false,"CWE-327"
BenchmarkTest00619.java,pathtraver,true,"CWE-22"
BenchmarkTest00620.java,pathtraver,false,"CWE-22"
BenchmarkTest00621.java,pathtraver,false,"CWE-22"
BenchmarkTest00622.java,pathtraver,false,"CWE-22"
BenchmarkTest00623.java,pathtraver,true,"CWE-22"
BenchmarkTest00624.java,pathtraver,true,"CWE-22"
BenchmarkTest00625.java,pathtraver,false,"CWE-22"
BenchmarkTest00626.java,pathtraver,false,"CWE-22"
BenchmarkTest00627.java,pathtraver,true,"CWE-22"
BenchmarkTest00628.java,pathtraver,false,"CWE-22"
BenchmarkTest00629.java,pathtraver,true,"CWE-22"
BenchmarkTest00630.java,ldapi,true,"CWE-90"
BenchmarkTest00631.java,hash,true,"CWE-328"
BenchmarkTest00632.java,hash,false,"CWE-328"
BenchmarkTest00633.java,hash,false,"CWE-328"
BenchmarkTest00634.java,hash,true,"CWE-328"
BenchmarkTest00635.java,hash,true,"CWE-328"
BenchmarkTest00636.java,hash,true,"CWE-328"
BenchmarkTest00637.java,hash,true,"CWE-328"
BenchmarkTest00638.java,hash,true,"CWE-328"
BenchmarkTest00639.java,hash,false,"CWE-328"
BenchmarkTest00640.java,hash,false,"CWE-328"
BenchmarkTest00641.java,hash,false,"CWE-328"
BenchmarkTest00642.java,xss,true,"CWE-79"
BenchmarkTest00643.java,xss,true,"CWE-79"
BenchmarkTest00644.java,xss,true,"CWE-79"
BenchmarkTest00645.java,xss,true,"CWE-79"
BenchmarkTest00646.java,xss,false,"CWE-79"
BenchmarkTest00647.java,xss,false,"CWE-79"
BenchmarkTest00648.java,xss,false,"CWE-79"
BenchmarkTest00649.java,xss,false,"CWE-79"
BenchmarkTest00650.java,xss,false,"CWE-79"
BenchmarkTest00651.java,xss,true,"CWE-79"
BenchmarkTest00652.java,weakrand,true,"CWE-330"
BenchmarkTest00653.java,weakrand,true,"CWE-330"
BenchmarkTest00654.java,weakrand,true,"CWE-330"
BenchmarkTest00655.java,securecookie,false,"CWE-614"
BenchmarkTest00656.java,xss,true,"CWE-79"
BenchmarkTest00657.java,cmdi,false,"CWE-78"
BenchmarkTest00658.java,cmdi,false,"CWE-78"
BenchmarkTest00659.java,cmdi,false,"CWE-78"
BenchmarkTest00660.java,weakrand,false,"CWE-330"
BenchmarkTest00661.java,weakrand,false,"CWE-330"
BenchmarkTest00662.java,weakrand,false,"CWE-330"
BenchmarkTest00663.java,weakrand,false,"CWE-330"
BenchmarkTest00664.java,weakrand,false,"CWE-330"
BenchmarkTest00665.java,weakrand,false,"CWE-330"
BenchmarkTest00666.java,weakrand,false,"CWE-330"
BenchmarkTest00667.java,weakrand,false,"CWE-330"
BenchmarkTest00672.java,sqli,false,"CWE-89"
BenchmarkTest00673.java,sqli,true,"CWE-89"
BenchmarkTest00674.java,sqli,false,"CWE-89"
BenchmarkTest00675.java,sqli,false,"CWE-89"
BenchmarkTest00676.java,sqli,false,"CWE-89"
BenchmarkTest00677.java,sqli,true,"CWE-89"
BenchmarkTest00678.java,sqli,true,"CWE-89"
BenchmarkTest00679.java,sqli,true,"CWE-89"
BenchmarkTest00680.java,sqli,false,"CWE-89"
BenchmarkTest00681.java,sqli,true,"CWE-89"
BenchmarkTest00682.java,sqli,false,"CWE-89"
BenchmarkTest00683.java,xpathi,false,"CWE-643"
BenchmarkTest00684.java,crypto,true,"CWE-327"
BenchmarkTest00685.java,crypto,true,"CWE-327"
BenchmarkTest00686.java,crypto,false,"CWE-327"
BenchmarkTest00687.java,crypto,false,"CWE-327"
BenchmarkTest00688.java,crypto,true,"CWE-327"
BenchmarkTest00689.java,crypto,false,"CWE-327"
BenchmarkTest00690.java,crypto,false,"CWE-327"
BenchmarkTest00691.java,crypto,true,"CWE-327"
BenchmarkTest00692.java,crypto,true,"CWE-327"
BenchmarkTest00693.java,crypto,true,"CWE-327"
BenchmarkTest00694.java,ldapi,true,"CWE-90"
BenchmarkTest00695.java,ldapi,true,"CWE-90"
BenchmarkTest00696.java,pathtraver,true,"CWE-22"
BenchmarkTest00697.java,pathtraver,true,"CWE-22"
BenchmarkTest00698.java,pathtraver,true,"CWE-22"
BenchmarkTest00699.java,pathtraver,false,"CWE-22"
BenchmarkTest00700.java,pathtraver,true,"CWE-22"
BenchmarkTest00701.java,ldapi,false,"CWE-90"
BenchmarkTest00702.java,weakrand,true,"CWE-330"
BenchmarkTest00703.java,hash,true,"CWE-328"
BenchmarkTest00704.java,hash,true,"CWE-328"
BenchmarkTest00705.java,hash,true,"CWE-328"
BenchmarkTest00706.java,hash,false,"CWE-328"
BenchmarkTest00707.java,hash,false,"CWE-328"
BenchmarkTest00708.java,hash,true,"CWE-328"
BenchmarkTest00709.java,hash,false,"CWE-328"
BenchmarkTest00710.java,hash,true,"CWE-328"
BenchmarkTest00711.java,xss,true,"CWE-79"
BenchmarkTest00712.java,xss,false,"CWE-79"
BenchmarkTest00713.java,xss,false,"CWE-79"
BenchmarkTest00714.java,xss,false,"CWE-79"
BenchmarkTest00715.java,xss,true,"CWE-79"
BenchmarkTest00716.java,xss,false,"CWE-79"
BenchmarkTest00717.java,xss,false,"CWE-79"
BenchmarkTest00718.java,xss,false,"CWE-79"
BenchmarkTest00719.java,xss,true,"CWE-79"
BenchmarkTest00720.java,xss,true,"CWE-79"
BenchmarkTest00721.java,xss,true,"CWE-79"
BenchmarkTest00722.java,xss,false,"CWE-79"
BenchmarkTest00723.java,xss,false,"CWE-79"
BenchmarkTest00724.java,xss,true,"CWE-79"
BenchmarkTest00725.java,xss,true,"CWE-79"
BenchmarkTest00726.java,xss,false,"CWE-79"
BenchmarkTest00727.java,xss,true,"CWE-79"
BenchmarkTest00728.java,xss,true,"CWE-79"
BenchmarkTest00729.java,xss,true,"CWE-79"
BenchmarkTest00730.java,xss,false,"CWE-79"
BenchmarkTest00731.java,cmdi,true,"CWE-78"
BenchmarkTest00732.java,cmdi,false,"CWE-78"
BenchmarkTest00733.java,weakrand,true,"CWE-330"
BenchmarkTest00734.java,weakrand,true,"CWE-330"
BenchmarkTest00735.java,weakrand,true,"CWE-330"
BenchmarkTest00736.java,securecookie,true,"CWE-614"
BenchmarkTest00737.java,xss,true,"CWE-79"
BenchmarkTest00738.java,cmdi,false,"CWE-78"
BenchmarkTest00739.java,cmdi,false,"CWE-78"
BenchmarkTest00740.java,cmdi,true,"CWE-78"
BenchmarkTest00741.java,cmdi,false,"CWE-78"
BenchmarkTest00742.java,cmdi,false,"CWE-78"
BenchmarkTest00743.java,cmdi,false,"CWE-78"
BenchmarkTest00744.java,weakrand,false,"CWE-330"
BenchmarkTest00745.java,weakrand,false,"CWE-330"
BenchmarkTest00746.java,weakrand,false,"CWE-330"
BenchmarkTest00747.java,weakrand,false,"CWE-330"
BenchmarkTest00748.java,weakrand,false,"CWE-330"
BenchmarkTest00749.java,weakrand,false,"CWE-330"
BenchmarkTest00750.java,weakrand,false,"CWE-330"
BenchmarkTest00751.java,weakrand,false,"CWE-330"
BenchmarkTest00752.java,weakrand,false,"CWE-330"
BenchmarkTest00753.java,weakrand,false,"CWE-330"
BenchmarkTest00760.java,sqli,true,"CWE-89"
BenchmarkTest00761.java,sqli,true,"CWE-89"
BenchmarkTest00762.java,sqli,true,"CWE-89"
BenchmarkTest00763.java,sqli,false,"CWE-89"
BenchmarkTest00764.java,sqli,true,"CWE-89"
BenchmarkTest00765.java,sqli,true,"CWE-89"
BenchmarkTest00766.java,sqli,false,"CWE-89"
BenchmarkTest00767.java,sqli,true,"CWE-89"
BenchmarkTest00768.java,sqli,true,"CWE-89"
BenchmarkTest00769.java,sqli,true,"CWE-89"
BenchmarkTest00770.java,sqli,true,"CWE-89"
BenchmarkTest00771.java,sqli,true,"CWE-89"
BenchmarkTest00772.java,sqli,false,"CWE-89"
BenchmarkTest00773.java,sqli,false,"CWE-89"
BenchmarkTest00774.java,sqli,false,"CWE-89"
BenchmarkTest00775.java,crypto,false,"CWE-327"
BenchmarkTest00776.java,crypto,false,"CWE-327"
BenchmarkTest00777.java,crypto,false,"CWE-327"
BenchmarkTest00778.java,crypto,false,"CWE-327"
BenchmarkTest00779.java,crypto,true,"CWE-327"
BenchmarkTest00780.java,crypto,false,"CWE-327"
BenchmarkTest00781.java,crypto,true,"CWE-327"
BenchmarkTest00782.java,crypto,false,"CWE-327"
BenchmarkTest00783.java,pathtraver,true,"CWE-22"
BenchmarkTest00784.java,pathtraver,false,"CWE-22"
BenchmarkTest00785.java,pathtraver,true,"CWE-22"
BenchmarkTest00786.java,pathtraver,false,"CWE-22"
BenchmarkTest00787.java,pathtraver,true,"CWE-22"
BenchmarkTest00788.java,pathtraver,true,"CWE-22"
BenchmarkTest00789.java,hash,true,"CWE-328"
BenchmarkTest00790.java,hash,true,"CWE-328"
BenchmarkTest00791.java,hash,false,"CWE-328"
BenchmarkTest00792.java,hash,false,"CWE-328"
BenchmarkTest00793.java,hash,false,"CWE-328"
BenchmarkTest00794.java,hash,true,"CWE-328"
BenchmarkTest00795.java,hash,false,"CWE-328"
BenchmarkTest00796.java,hash,true,"CWE-328"
BenchmarkTest00797.java,hash,true,"CWE-328"
BenchmarkTest00798.java,hash,false,"CWE-328"
BenchmarkTest00799.java,xss,false,"CWE-79"
BenchmarkTest00800.java,xss,true,"CWE-79"
BenchmarkTest00801.java,xss,true,"CWE-79"
BenchmarkTest00802.java,xss,true,"CWE-79"
BenchmarkTest00803.java,xss,true,"CWE-79"
BenchmarkTest00804.java,xss,true,"CWE-79"
BenchmarkTest00805.java,xss,true,"CWE-79"
BenchmarkTest00806.java,xss,true,"CWE-79"
BenchmarkTest00807.java,xss,true,"CWE-79"
BenchmarkTest00808.java,xss,false,"CWE-79"
BenchmarkTest00809.java,xss,true,"CWE-79"
BenchmarkTest00810.java,xss,true,"CWE-79"
BenchmarkTest00811.java,xss,true,"CWE-79"
BenchmarkTest00812.java,xss,false,"CWE-79"
BenchmarkTest00813.java,xss,false,"CWE-79"
BenchmarkTest00814.java,cmdi,false,"CWE-78"
BenchmarkTest00815.java,cmdi,true,"CWE-78"
BenchmarkTest00816.java,cmdi,true,"CWE-78"
BenchmarkTest00817.java,weakrand,true,"CWE-330"
BenchmarkTest00818.java,weakrand,true,"CWE-330"
BenchmarkTest00819.java,weakrand,true,"CWE-330"
BenchmarkTest00820.java,securecookie,true,"CWE-614"
BenchmarkTest00821.java,securecookie,true,"CWE-614"
BenchmarkTest00822.java,xss,true,"CWE-79"
BenchmarkTest00823.java,cmdi,true,"CWE-78"
BenchmarkTest00824.java,cmdi,true,"CWE-78"
BenchmarkTest00825.java,cmdi,true,"CWE-78"
BenchmarkTest00826.java,cmdi,false,"CWE-78"
BenchmarkTest00827.java,cmdi,false,"CWE-78"
BenchmarkTest00828.java,weakrand,false,"CWE-330"
BenchmarkTest00829.java,weakrand,false,"CWE-330"
BenchmarkTest00830.java,weakrand,false,"CWE-330"
BenchmarkTest00831.java,weakrand,false,"CWE-330"
BenchmarkTest00832.java,weakrand,false,"CWE-330"
BenchmarkTest00837.java,sqli,false,"CWE-89"
BenchmarkTest00838.java,sqli,false,"CWE-89"
BenchmarkTest00839.java,sqli,true,"CWE-89"
BenchmarkTest00840.java,sqli,true,"CWE-89"
BenchmarkTest00841.java,sqli,true,"CWE-89"
BenchmarkTest00842.java,sqli,true,"CWE-89"
BenchmarkTest00843.java,sqli,true,"CWE-89"
BenchmarkTest00844.java,sqli,false,"CWE-89"
BenchmarkTest00845.java,sqli,true,"CWE-89"
BenchmarkTest00846.java,sqli,true,"CWE-89"
BenchmarkTest00847.java,sqli,true,"CWE-89"
BenchmarkTest00848.java,sqli,true,"CWE-89"
BenchmarkTest00849.java,sqli,true,"CWE-89"
BenchmarkTest00850.java,sqli,true,"CWE-89"
BenchmarkTest00851.java,sqli,false,"CWE-89"
BenchmarkTest00852.java,xpathi,false,"CWE-643"
BenchmarkTest00853.java,crypto,true,"CWE-327"
BenchmarkTest00854.java,crypto,false,"CWE-327"
BenchmarkTest00855.java,crypto,true,"CWE-327"
BenchmarkTest00856.java,crypto,true,"CWE-327"
BenchmarkTest00857.java,crypto,true,"CWE-327"
BenchmarkTest00858.java,crypto,false,"CWE-327"
BenchmarkTest00859.java,crypto,true,"CWE-327"
BenchmarkTest00860.java,ldapi,false,"CWE-90"
BenchmarkTest00861.java,ldapi,false,"CWE-90"
BenchmarkTest00862.java,pathtraver,false,"CWE-22"
BenchmarkTest00863.java,pathtraver,false,"CWE-22"
BenchmarkTest00864.java,pathtraver,false,"CWE-22"
BenchmarkTest00865.java,pathtraver,false,"CWE-22"
BenchmarkTest00866.java,pathtraver,false,"CWE-22"
BenchmarkTest00867.java,pathtraver,false,"CWE-22"
BenchmarkTest00868.java,hash,true,"CWE-328"
BenchmarkTest00869.java,hash,true,"CWE-328"
BenchmarkTest00870.java,hash,true,"CWE-328"
BenchmarkTest00871.java,hash,true,"CWE-328"
BenchmarkTest00872.java,hash,true,"CWE-328"
BenchmarkTest00873.java,hash,false,"CWE-328"
BenchmarkTest00874.java,hash,false,"CWE-328"
BenchmarkTest00875.java,hash,true,"CWE-328"
BenchmarkTest00876.java,hash,true,"CWE-328"
BenchmarkTest00877.java,hash,false,"CWE-328"
BenchmarkTest00878.java,hash,false,"CWE-328"
BenchmarkTest00879.java,xss,false,"CWE-79"
BenchmarkTest00880.java,xss,false,"CWE-79"
BenchmarkTest00881.java,xss,false,"CWE-79"
BenchmarkTest00882.java,xss,false,"CWE-79"
BenchmarkTest00883.java,xss,false,"CWE-79"
BenchmarkTest00884.java,xss,false,"CWE-79"
BenchmarkTest00885.java,xss,false,"CWE-79"
BenchmarkTest00886.java,xss,false,"CWE-79"
BenchmarkTest00887.java,xss,false,"CWE-79"
BenchmarkTest00888.java,xss,false,"CWE-79"
BenchmarkTest00889.java,xss,false,"CWE-79"
BenchmarkTest00890.java,xss,false,"CWE-79"
BenchmarkTest00891.java,xss,false,"CWE-79"
BenchmarkTest00892.java,xss,false,"CWE-79"
BenchmarkTest00893.java,xss,false,"CWE-79"
BenchmarkTest00894.java,xss,false,"CWE-79"
BenchmarkTest00895.java,cmdi,false,"CWE-78"
BenchmarkTest00896.java,cmdi,false,"CWE-78"
BenchmarkTest00897.java,cmdi,false,"CWE-78"
BenchmarkTest00898.java,weakrand,true,"CWE-330"
BenchmarkTest00899.java,weakrand,true,"CWE-330"
BenchmarkTest00900.java,weakrand,true,"CWE-330"
BenchmarkTest00901.java,weakrand,true,"CWE-330"
BenchmarkTest00902.java,weakrand,true,"CWE-330"
BenchmarkTest00903.java,securecookie,true,"CWE-614"
BenchmarkTest00904.java,securecookie,false,"CWE-614"
BenchmarkTest00905.java,cmdi,false,"CWE-78"
BenchmarkTest00906.java,cmdi,false,"CWE-78"
BenchmarkTest00907.java,cmdi,false,"CWE-78"
BenchmarkTest00908.java,cmdi,false,"CWE-78"
BenchmarkTest00909.java,cmdi,false,"CWE-78"
BenchmarkTest00910.java,cmdi,false,"CWE-78"
BenchmarkTest00911.java,weakrand,false,"CWE-330"
BenchmarkTest00912.java,weakrand,false,"CWE-330"
BenchmarkTest00913.java,weakrand,false,"CWE-330"
BenchmarkTest00914.java,weakrand,false,"CWE-330"
BenchmarkTest00915.java,weakrand,false,"CWE-330"
BenchmarkTest00916.java,weakrand,false,"CWE-330"
BenchmarkTest00917.java,weakrand,false,"CWE-330"
BenchmarkTest00918.java,weakrand,false,"CWE-330"
BenchmarkTest00919.java,weakrand,false,"CWE-330"
BenchmarkTest00920.java,weakrand,false,"CWE-330"
BenchmarkTest00921.java,weakrand,false,"CWE-330"
BenchmarkTest00924.java,sqli,false,"CWE-89"
BenchmarkTest00925.java,sqli,false,"CWE-89"
BenchmarkTest00926.java,sqli,false,"CWE-89"
BenchmarkTest00927.java,sqli,false,"CWE-89"
BenchmarkTest00928.java,sqli,false,"CWE-89"
BenchmarkTest00929.java,sqli,false,"CWE-89"
BenchmarkTest00930.java,sqli,false,"CWE-89"
BenchmarkTest00931.java,sqli,false,"CWE-89"
BenchmarkTest00932.java,sqli,false,"CWE-89"
BenchmarkTest00933.java,sqli,false,"CWE-89"
BenchmarkTest00934.java,sqli,false,"CWE-89"
BenchmarkTest00935.java,sqli,false,"CWE-89"
BenchmarkTest00936.java,sqli,false,"CWE-89"
BenchmarkTest00937.java,sqli,false,"CWE-89"
BenchmarkTest00938.java,sqli,false,"CWE-89"
BenchmarkTest00939.java,sqli,false,"CWE-89"
BenchmarkTest00940.java,sqli,false,"CWE-89"
BenchmarkTest00941.java,xpathi,false,"CWE-643"
BenchmarkTest00942.java,crypto,false,"CWE-327"
BenchmarkTest00943.java,crypto,false,"CWE-327"
BenchmarkTest00944.java,crypto,false,"CWE-327"
BenchmarkTest00945.java,crypto,true,"CWE-327"
BenchmarkTest00946.java,crypto,true,"CWE-327"
BenchmarkTest00947.java,ldapi,true,"CWE-90"
BenchmarkTest00948.java,ldapi,false,"CWE-90"
BenchmarkTest00949.java,pathtraver,true,"CWE-22"
BenchmarkTest00950.java,pathtraver,true,"CWE-22"
BenchmarkTest00951.java,pathtraver,false,"CWE-22"
BenchmarkTest00952.java,pathtraver,true,"CWE-22"
BenchmarkTest00953.java,pathtraver,true,"CWE-22"
BenchmarkTest00954.java,pathtraver,false,"CWE-22"
BenchmarkTest00955.java,pathtraver,false,"CWE-22"
BenchmarkTest00956.java,pathtraver,true,"CWE-22"
BenchmarkTest00957.java,pathtraver,false,"CWE-22"
BenchmarkTest00958.java,pathtraver,false,"CWE-22"
BenchmarkTest00959.java,ldapi,true,"CWE-90"
BenchmarkTest00960.java,weakrand,true,"CWE-330"
BenchmarkTest00961.java,hash,true,"CWE-328"
BenchmarkTest00962.java,hash,false,"CWE-328"
BenchmarkTest00963.java,hash,true,"CWE-328"
BenchmarkTest00964.java,hash,false,"CWE-328"
BenchmarkTest00965.java,hash,false,"CWE-328"
BenchmarkTest00966.java,hash,false,"CWE-328"
BenchmarkTest00967.java,hash,false,"CWE-328"
BenchmarkTest00968.java,cmdi,true,"CWE-78"
BenchmarkTest00969.java,cmdi,false,"CWE-78"
BenchmarkTest00970.java,cmdi,false,"CWE-78"
BenchmarkTest00971.java,weakrand,true,"CWE-330"
BenchmarkTest00972.java,weakrand,true,"CWE-330"
BenchmarkTest00973.java,weakrand,true,"CWE-330"
BenchmarkTest00974.java,weakrand,true,"CWE-330"
BenchmarkTest00975.java,weakrand,true,"CWE-330"
BenchmarkTest00976.java,weakrand,true,"CWE-330"
BenchmarkTest00977.java,securecookie,true,"CWE-614"
BenchmarkTest00978.java,cmdi,false,"CWE-78"
BenchmarkTest00979.java,cmdi,true,"CWE-78"
BenchmarkTest00980.java,cmdi,false,"CWE-78"
BenchmarkTest00981.java,cmdi,true,"CWE-78"
BenchmarkTest00982.java,cmdi,false,"CWE-78"
BenchmarkTest00983.java,cmdi,true,"CWE-78"
BenchmarkTest00984.java,weakrand,false,"CWE-330"
BenchmarkTest00985.java,weakrand,false,"CWE-330"
BenchmarkTest00986.java,weakrand,false,"CWE-330"
BenchmarkTest00987.java,weakrand,false,"CWE-330"
BenchmarkTest00988.java,weakrand,false,"CWE-330"
BenchmarkTest00989.java,weakrand,false,"CWE-330"
BenchmarkTest00990.java,weakrand,false,"CWE-330"
BenchmarkTest00996.java,sqli,true,"CWE-89"
BenchmarkTest00997.java,sqli,true,"CWE-89"
BenchmarkTest00998.java,sqli,true,"CWE-89"
BenchmarkTest00999.java,sqli,false,"CWE-89"
BenchmarkTest01000.java,sqli,true,"CWE-89"
BenchmarkTest01001.java,sqli,false,"CWE-89"
BenchmarkTest01002.java,sqli,true,"CWE-89"
BenchmarkTest01003.java,sqli,true,"CWE-89"
BenchmarkTest01004.java,sqli,true,"CWE-89"
BenchmarkTest01005.java,sqli,true,"CWE-89"
BenchmarkTest01006.java,sqli,true,"CWE-89"
BenchmarkTest01007.java,sqli,true,"CWE-89"
BenchmarkTest01008.java,sqli,true,"CWE-89"
BenchmarkTest01009.java,sqli,true,"CWE-89"
BenchmarkTest01010.java,sqli,false,"CWE-89"
BenchmarkTest01011.java,sqli,true,"CWE-89"
BenchmarkTest01012.java,sqli,false,"CWE-89"
BenchmarkTest01013.java,xpathi,false,"CWE-643"
BenchmarkTest01014.java,xpathi,false,"CWE-643"
BenchmarkTest01015.java,crypto,true,"CWE-327"
BenchmarkTest01016.java,crypto,true,"CWE-327"
BenchmarkTest01017.java,crypto,true,"CWE-327"
BenchmarkTest01018.java,crypto,true,"CWE-327"
BenchmarkTest01019.java,crypto,false,"CWE-327"
BenchmarkTest01020.java,crypto,true,"CWE-327"
BenchmarkTest01021.java,crypto,false,"CWE-327"
BenchmarkTest01022.java,crypto,false,"CWE-327"
BenchmarkTest01023.java,ldapi,true,"CWE-90"
BenchmarkTest01024.java,ldapi,false,"CWE-90"
BenchmarkTest01025.java,pathtraver,true,"CWE-22"
BenchmarkTest01026.java,pathtraver,false,"CWE-22"
BenchmarkTest01027.java,pathtraver,false,"CWE-22"
BenchmarkTest01028.java,pathtraver,false,"CWE-22"
BenchmarkTest01029.java,pathtraver,true,"CWE-22"
BenchmarkTest01030.java,pathtraver,false,"CWE-22"
BenchmarkTest01031.java,pathtraver,false,"CWE-22"
BenchmarkTest01032.java,pathtraver,true,"CWE-22"
BenchmarkTest01033.java,pathtraver,true,"CWE-22"
BenchmarkTest01034.java,pathtraver,true,"CWE-22"
BenchmarkTest01035.java,pathtraver,false,"CWE-22"
BenchmarkTest01036.java,pathtraver,false,"CWE-22"
BenchmarkTest01037.java,hash,false,"CWE-328"
BenchmarkTest01038.java,hash,true,"CWE-328"
BenchmarkTest01039.java,hash,false,"CWE-328"
BenchmarkTest01040.java,hash,false,"CWE-328"
BenchmarkTest01041.java,hash,true,"CWE-328"
BenchmarkTest01042.java,hash,true,"CWE-328"
BenchmarkTest01043.java,hash,true,"CWE-328"
BenchmarkTest01044.java,hash,true,"CWE-328"
BenchmarkTest01045.java,hash,false,"CWE-328"
BenchmarkTest01046.java,xss,true,"CWE-79"
BenchmarkTest01047.java,xss,true,"CWE-79"
BenchmarkTest01048.java,xss,false,"CWE-79"
BenchmarkTest01049.java,xss,true,"CWE-79"
BenchmarkTest01050.java,xss,true,"CWE-79"
BenchmarkTest01051.java,xss,false,"CWE-79"
BenchmarkTest01052.java,xss,false,"CWE-79"
BenchmarkTest01053.java,xss,false,"CWE-79"
BenchmarkTest01054.java,xss,false,"CWE-79"
BenchmarkTest01055.java,xss,true,"CWE-79"
BenchmarkTest01056.java,xss,true,"CWE-79"
BenchmarkTest01057.java,xss,true,"CWE-79"
BenchmarkTest01058.java,weakrand,true,"CWE-330"
BenchmarkTest01059.java,weakrand,true,"CWE-330"
BenchmarkTest01060.java,weakrand,true,"CWE-330"
BenchmarkTest01061.java,securecookie,true,"CWE-614"
BenchmarkTest01062.java,securecookie,false,"CWE-614"
BenchmarkTest01063.java,xss,true,"CWE-79"
BenchmarkTest01064.java,cmdi,true,"CWE-78"
BenchmarkTest01065.java,cmdi,false,"CWE-78"
BenchmarkTest01066.java,cmdi,true,"CWE-78"
BenchmarkTest01067.java,cmdi,false,"CWE-78"
BenchmarkTest01068.java,cmdi,false,"CWE-78"
BenchmarkTest01069.java,weakrand,false,"CWE-330"
