file_name,is_real_vulnerability,correct_cwe,matched_cwe,direct_match,tp,fp,tn,fn,found_cwes
BenchmarkTest00348.java,1,CWE-614,CWE-614,1,1,0,0,0,"CWE-113,CWE-614"
BenchmarkTest00349.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00350.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00351.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00352.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00353.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00354.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00355.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00356.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00357.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00358.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00359.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00360.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00361.java,0,CWE-22,,,0,0,1,0,CWE-23
BenchmarkTest00362.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00363.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00364.java,0,CWE-22,,,0,0,1,0,CWE-23
BenchmarkTest00365.java,0,CWE-22,,,0,0,1,0,CWE-23
BenchmarkTest00366.java,0,CWE-22,,,0,0,1,0,CWE-23
BenchmarkTest00367.java,0,CWE-90,,,0,0,1,0,
BenchmarkTest00368.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00369.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00370.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00371.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00372.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00373.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00374.java,1,CWE-328,,,0,0,0,1,
BenchmarkTest00375.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00376.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00377.java,0,CWE-79,CWE-79,1,0,1,0,0,CWE-79
BenchmarkTest00378.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00379.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00380.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00381.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00382.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00383.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00384.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00385.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00386.java,0,CWE-79,CWE-79,1,0,1,0,0,CWE-79
BenchmarkTest00387.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00388.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00389.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00390.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00391.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00392.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00393.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00394.java,0,CWE-79,CWE-79,1,0,1,0,0,CWE-79
BenchmarkTest00395.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00396.java,0,CWE-78,,,0,0,1,0,
BenchmarkTest00397.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00398.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00399.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00400.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00401.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00402.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00403.java,1,CWE-614,CWE-614,1,1,0,0,0,"CWE-113,CWE-614"
BenchmarkTest00404.java,0,CWE-614,,,0,0,1,0,CWE-113
BenchmarkTest00405.java,0,CWE-614,,,0,0,1,0,CWE-113
BenchmarkTest00406.java,0,CWE-78,,,0,0,1,0,
BenchmarkTest00407.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00408.java,0,CWE-78,,,0,0,1,0,
BenchmarkTest00409.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00410.java,0,CWE-78,CWE-78,1,0,1,0,0,CWE-78
BenchmarkTest00411.java,0,CWE-78,,,0,0,1,0,
BenchmarkTest00412.java,0,CWE-78,CWE-78,1,0,1,0,0,CWE-78
BenchmarkTest00413.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00414.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00415.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00416.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00417.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00418.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00419.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00420.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00421.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00422.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00423.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00428.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00429.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00430.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00431.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00432.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00433.java,1,CWE-89,,,0,0,0,1,
BenchmarkTest00434.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00435.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00436.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00437.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00438.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00439.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00440.java,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89
BenchmarkTest00441.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00442.java,1,CWE-643,CWE-643,1,1,0,0,0,"CWE-643,CWE-79"
BenchmarkTest00443.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00444.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00445.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00446.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00447.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00448.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00449.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00450.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00451.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00452.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00453.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00454.java,0,CWE-22,,,0,0,1,0,
BenchmarkTest00455.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00456.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00457.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00458.java,0,CWE-22,,,0,0,1,0,CWE-23
BenchmarkTest00459.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00460.java,0,CWE-22,,,0,0,1,0,
BenchmarkTest00461.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00462.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00463.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00464.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00465.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00466.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00467.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00468.java,0,CWE-79,CWE-79,1,0,1,0,0,CWE-79
BenchmarkTest00469.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00470.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00471.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00472.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00473.java,1,CWE-79,CWE-79,1,1,0,0,0,"CWE-134,CWE-79"
BenchmarkTest00474.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00475.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00476.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00477.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00478.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00479.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00480.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00481.java,0,CWE-78,,,0,0,1,0,
BenchmarkTest00482.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00483.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00484.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00485.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00486.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00487.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00488.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00489.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00490.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00491.java,1,CWE-614,CWE-614,1,1,0,0,0,"CWE-113,CWE-614"
BenchmarkTest00492.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00493.java,0,CWE-79,CWE-79,1,0,1,0,0,CWE-79
BenchmarkTest00494.java,0,CWE-78,CWE-78,1,0,1,0,0,CWE-78
BenchmarkTest00495.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00496.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00497.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00498.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00499.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00500.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00501.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00502.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00503.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00504.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00505.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00506.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00507.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00509.java,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89
BenchmarkTest00510.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00511.java,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89
BenchmarkTest00512.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00513.java,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89
BenchmarkTest00514.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00515.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00516.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00517.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00518.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00519.java,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89
BenchmarkTest00520.java,0,CWE-643,,,0,0,1,0,
BenchmarkTest00521.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00522.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00523.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00524.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00525.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00526.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00527.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00528.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00529.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00530.java,0,CWE-90,CWE-90,1,0,1,0,0,"CWE-79,CWE-90"
BenchmarkTest00531.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00532.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00533.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00534.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00535.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00536.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00537.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00538.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00539.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00540.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00541.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00542.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00543.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00544.java,0,CWE-79,CWE-79,1,0,1,0,0,CWE-79
BenchmarkTest00545.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00546.java,0,CWE-79,CWE-79,1,0,1,0,0,CWE-79
BenchmarkTest00547.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00548.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00549.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00550.java,0,CWE-79,CWE-79,1,0,1,0,0,CWE-79
BenchmarkTest00551.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00552.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00553.java,0,CWE-79,CWE-79,1,0,1,0,0,CWE-79
BenchmarkTest00554.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00555.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00556.java,0,CWE-79,CWE-79,1,0,1,0,0,CWE-79
BenchmarkTest00557.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
BenchmarkTest00558.java,0,CWE-78,CWE-78,1,0,1,0,0,CWE-78
BenchmarkTest00559.java,0,CWE-78,,,0,0,1,0,
BenchmarkTest00560.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00561.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00562.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00563.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00564.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00565.java,1,CWE-614,CWE-614,1,1,0,0,0,"CWE-113,CWE-614"
BenchmarkTest00566.java,1,CWE-614,CWE-614,1,1,0,0,0,"CWE-113,CWE-614"
BenchmarkTest00567.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00568.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00569.java,0,CWE-78,,,0,0,1,0,
BenchmarkTest00570.java,0,CWE-78,CWE-78,1,0,1,0,0,CWE-78
BenchmarkTest00571.java,0,CWE-78,,,0,0,1,0,
BenchmarkTest00572.java,0,CWE-78,,,0,0,1,0,
BenchmarkTest00573.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00574.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00575.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00576.java,1,CWE-78,CWE-78,1,1,0,0,0,CWE-78
BenchmarkTest00577.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00578.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00579.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00580.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00581.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00582.java,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-330,CWE-798"
BenchmarkTest00583.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00584.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00585.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00589.java,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89
BenchmarkTest00590.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00591.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00592.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00593.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00594.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00595.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00596.java,1,CWE-89,,,0,0,0,1,
BenchmarkTest00597.java,1,CWE-89,,,0,0,0,1,
BenchmarkTest00598.java,1,CWE-89,,,0,0,0,1,
BenchmarkTest00599.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00600.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00601.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00602.java,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89
BenchmarkTest00603.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00604.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00605.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00606.java,1,CWE-89,CWE-89,1,1,0,0,0,CWE-89
BenchmarkTest00607.java,1,CWE-643,CWE-643,1,1,0,0,0,"CWE-643,CWE-79"
BenchmarkTest00608.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00609.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00610.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00611.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00612.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00613.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00614.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00615.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00616.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00617.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00618.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00619.java,1,CWE-22,,,0,0,0,1,
BenchmarkTest00620.java,0,CWE-22,,,0,0,1,0,
BenchmarkTest00621.java,0,CWE-22,,,0,0,1,0,
BenchmarkTest00622.java,0,CWE-22,,,0,0,1,0,
BenchmarkTest00623.java,1,CWE-22,,,0,0,0,1,
BenchmarkTest00624.java,1,CWE-22,,,0,0,0,1,
BenchmarkTest00625.java,0,CWE-22,,,0,0,1,0,
BenchmarkTest00626.java,0,CWE-22,,,0,0,1,0,
BenchmarkTest00627.java,1,CWE-22,,,0,0,0,1,
BenchmarkTest00628.java,0,CWE-22,,,0,0,1,0,
BenchmarkTest00629.java,1,CWE-22,,,0,0,0,1,
BenchmarkTest00630.java,1,CWE-90,,,0,0,0,1,
BenchmarkTest00631.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00632.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00633.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00634.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00635.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00636.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00637.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00638.java,1,CWE-328,,,0,0,0,1,
BenchmarkTest00639.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00640.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00641.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00642.java,1,CWE-79,,,0,0,0,1,
BenchmarkTest00643.java,1,CWE-79,,,0,0,0,1,
BenchmarkTest00644.java,1,CWE-79,,,0,0,0,1,
BenchmarkTest00645.java,1,CWE-79,,,0,0,0,1,
BenchmarkTest00646.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00647.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00648.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00649.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00650.java,0,CWE-79,,,0,0,1,0,
BenchmarkTest00651.java,1,CWE-79,,,0,0,0,1,
BenchmarkTest00652.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00653.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00654.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00655.java,0,CWE-614,,,0,0,1,0,
BenchmarkTest00656.java,1,CWE-79,,,0,0,0,1,
BenchmarkTest00657.java,0,CWE-78,,,0,0,1,0,
BenchmarkTest00658.java,0,CWE-78,,,0,0,1,0,
BenchmarkTest00659.java,0,CWE-78,,,0,0,1,0,
BenchmarkTest00660.java,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-330,CWE-798"
BenchmarkTest00661.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00662.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00663.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00664.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00665.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00666.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00667.java,0,CWE-330,,,0,0,1,0,CWE-798
BenchmarkTest00672.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00673.java,1,CWE-89,,,0,0,0,1,
BenchmarkTest00674.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00675.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00676.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00677.java,1,CWE-89,,,0,0,0,1,
BenchmarkTest00678.java,1,CWE-89,,,0,0,0,1,
BenchmarkTest00679.java,1,CWE-89,,,0,0,0,1,
BenchmarkTest00680.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00681.java,1,CWE-89,,,0,0,0,1,
BenchmarkTest00682.java,0,CWE-89,,,0,0,1,0,
BenchmarkTest00683.java,0,CWE-643,,,0,0,1,0,
BenchmarkTest00684.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00685.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00686.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00687.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00688.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00689.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00690.java,0,CWE-327,,,0,0,1,0,CWE-209
BenchmarkTest00691.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00692.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00693.java,1,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327"
BenchmarkTest00694.java,1,CWE-90,CWE-90,1,1,0,0,0,"CWE-79,CWE-90"
BenchmarkTest00695.java,1,CWE-90,CWE-90,1,1,0,0,0,"CWE-79,CWE-90"
BenchmarkTest00696.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00697.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00698.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00699.java,0,CWE-22,,,0,0,1,0,CWE-23
BenchmarkTest00700.java,1,CWE-22,,,0,0,0,1,CWE-23
BenchmarkTest00701.java,0,CWE-90,,,0,0,1,0,
BenchmarkTest00702.java,1,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-798"
BenchmarkTest00703.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00704.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00705.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00706.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00707.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00708.java,1,CWE-328,,,0,0,0,1,CWE-916
BenchmarkTest00709.java,0,CWE-328,,,0,0,1,0,
BenchmarkTest00710.java,1,CWE-328,,,0,0,0,1,
BenchmarkTest00711.java,1,CWE-79,CWE-79,1,1,0,0,0,CWE-79
