file_name,is_real_vulnerability,error,correct_cwe,matched_cwe,direct_match,tp,fp,tn,fn,found_cwes,input_token,input_cost,reasoning_token,reasoning_cost,output_token,output_cost,total_cost,analysis_time
BenchmarkTest00582.java,0,0,CWE-330,,,0,0,1,0,CWE-200,876,4.380000000000001e-05,640,0.000256,14,5.600000000000001e-06,0.0003054,17.73006582260132
BenchmarkTest00583.java,0,0,CWE-330,,,0,0,1,0,CWE-200,858,4.2900000000000006e-05,512,0.0002048,14,5.600000000000001e-06,0.0002533,17.61712384223938
BenchmarkTest00584.java,0,0,CWE-330,,,0,0,1,0,Not vulnerable,912,4.56e-05,448,0.0001792,13,5.2e-06,0.00023,17.625452041625977
BenchmarkTest00585.java,0,0,CWE-330,,,0,0,1,0,CWE-200,837,4.185e-05,768,0.0003072,15,6e-06,0.00035505,17.74544095993042
BenchmarkTest00589.java,0,0,CWE-89,,,0,0,1,0,Not vulnerable,620,3.1e-05,384,0.0001536,12,4.800000000000001e-06,0.0001894,17.60664415359497
BenchmarkTest00590.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,579,2.895e-05,640,0.000256,14,5.600000000000001e-06,0.00029055,17.700850009918213
BenchmarkTest00591.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,557,2.7850000000000003e-05,320,0.000128,14,5.600000000000001e-06,0.00016145,17.310018301010132
BenchmarkTest00592.java,0,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89,791,3.9550000000000006e-05,448,0.0001792,14,5.600000000000001e-06,0.00022435,17.669536590576172
BenchmarkTest00593.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,649,3.245e-05,576,0.0002304,16,6.4000000000000006e-06,0.00026925,17.6958749294281
BenchmarkTest00594.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,621,3.105e-05,768,0.0003072,14,5.600000000000001e-06,0.00034385,17.771049737930298
BenchmarkTest00595.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",565,2.825e-05,448,0.0001792,18,7.2000000000000005e-06,0.00021465,17.62859869003296
BenchmarkTest00596.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,667,3.3350000000000004e-05,512,0.0002048,14,5.600000000000001e-06,0.00024375,17.65569257736206
BenchmarkTest00597.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,628,3.1400000000000004e-05,256,0.0001024,14,5.600000000000001e-06,0.0001394,13.37026834487915
BenchmarkTest00598.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-200",622,3.1100000000000004e-05,960,0.000384,19,7.600000000000001e-06,0.0004227,17.763516664505005
BenchmarkTest00599.java,0,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89,766,3.83e-05,512,0.0002048,14,5.600000000000001e-06,0.0002487,17.682260751724243
BenchmarkTest00600.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,624,3.1200000000000006e-05,256,0.0001024,14,5.600000000000001e-06,0.0001392,16.953477144241333
BenchmarkTest00601.java,0,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89,543,2.7150000000000003e-05,192,7.680000000000001e-05,14,5.600000000000001e-06,0.00010955,13.340264320373535
BenchmarkTest00602.java,0,0,CWE-89,,,0,0,1,0,Not vulnerable,569,2.8450000000000004e-05,640,0.000256,13,5.2e-06,0.00028965,17.700275659561157
BenchmarkTest00603.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-79",537,2.685e-05,384,0.0001536,18,7.2000000000000005e-06,0.00018765,17.25082230567932
BenchmarkTest00604.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,559,2.795e-05,576,0.0002304,14,5.600000000000001e-06,0.00026395,17.61677074432373
BenchmarkTest00605.java,0,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89,536,2.68e-05,512,0.0002048,14,5.600000000000001e-06,0.0002372,17.608442544937134
BenchmarkTest00606.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,538,2.6900000000000003e-05,448,0.0001792,14,5.600000000000001e-06,0.0002117,17.492743015289307
BenchmarkTest00607.java,1,0,CWE-643,CWE-643,1,1,0,0,0,CWE-643,679,3.3950000000000005e-05,512,0.0002048,14,5.600000000000001e-06,0.00024435,17.637893438339233
BenchmarkTest00608.java,1,0,CWE-327,CWE-327,1,1,0,0,0,CWE-327,1183,5.915000000000001e-05,576,0.0002304,14,5.600000000000001e-06,0.00029515,17.695382595062256
BenchmarkTest00609.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209",1146,5.73e-05,640,0.000256,18,7.2000000000000005e-06,0.0003205,17.7220561504364
BenchmarkTest00610.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-312",1354,6.77e-05,512,0.0002048,18,7.2000000000000005e-06,0.0002797,17.66220712661743
BenchmarkTest00611.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209",1151,5.755e-05,512,0.0002048,18,7.2000000000000005e-06,0.00026955,17.67393159866333
BenchmarkTest00612.java,0,0,CWE-327,,,0,0,1,0,CWE-209,1110,5.55e-05,768,0.0003072,14,5.600000000000001e-06,0.0003683,17.72835350036621
BenchmarkTest00613.java,0,0,CWE-327,,,0,0,1,0,"CWE-200,CWE-209",872,4.36e-05,512,0.0002048,18,7.2000000000000005e-06,0.0002556,17.629643201828003
BenchmarkTest00614.java,1,0,CWE-327,CWE-326,0,1,0,0,0,"CWE-326,CWE-209,CWE-200",880,4.4e-05,704,0.0002816,22,8.8e-06,0.0003344,17.72564148902893
BenchmarkTest00615.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209",917,4.585e-05,576,0.0002304,18,7.2000000000000005e-06,0.00028345,17.678799867630005
BenchmarkTest00616.java,1,0,CWE-327,CWE-327,1,1,0,0,0,CWE-327,819,4.0950000000000006e-05,832,0.0003328,14,5.600000000000001e-06,0.00037935,17.683167695999146
BenchmarkTest00617.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-326,CWE-327,CWE-200",825,4.125e-05,576,0.0002304,22,8.8e-06,0.00028045,17.68763279914856
BenchmarkTest00618.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-312",824,4.1200000000000005e-05,576,0.0002304,18,7.2000000000000005e-06,0.0002788,17.664201736450195
BenchmarkTest00619.java,1,0,CWE-22,CWE-22,1,1,0,0,0,CWE-22,497,2.485e-05,448,0.0001792,15,6e-06,0.00021005,17.607169151306152
BenchmarkTest00620.java,0,0,CWE-22,,,0,0,1,0,CWE-200,499,2.4950000000000003e-05,704,0.0002816,15,6e-06,0.00031255,17.738285303115845
BenchmarkTest00621.java,0,0,CWE-22,,,0,0,1,0,CWE-200,666,3.33e-05,448,0.0001792,14,5.600000000000001e-06,0.0002181,16.702675580978394
BenchmarkTest00622.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,511,2.555e-05,448,0.0001792,12,4.800000000000001e-06,0.00020955,16.754836797714233
BenchmarkTest00623.java,1,0,CWE-22,,,0,0,0,1,Not vulnerable,464,2.32e-05,896,0.0003584,12,4.800000000000001e-06,0.0003864,16.871432542800903
BenchmarkTest00624.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",492,2.46e-05,448,0.0001792,18,7.2000000000000005e-06,0.000211,16.790460348129272
BenchmarkTest00625.java,0,0,CWE-22,,,0,0,1,0,CWE-200,501,2.505e-05,512,0.0002048,14,5.600000000000001e-06,0.00023545,16.826007843017578
BenchmarkTest00626.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,531,2.655e-05,448,0.0001792,12,4.800000000000001e-06,0.00021055,16.771369457244873
BenchmarkTest00627.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",507,2.5350000000000003e-05,512,0.0002048,18,7.2000000000000005e-06,0.00023735,16.853641033172607
BenchmarkTest00628.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,694,3.47e-05,448,0.0001792,12,4.800000000000001e-06,0.0002187,16.794400453567505
BenchmarkTest00629.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",613,3.065e-05,512,0.0002048,18,7.2000000000000005e-06,0.00024265,16.783520460128784
BenchmarkTest00630.java,1,0,CWE-90,CWE-90,1,1,0,0,0,"CWE-90,CWE-79",793,3.965000000000001e-05,256,0.0001024,18,7.2000000000000005e-06,0.00014925,16.90664291381836
BenchmarkTest00631.java,1,0,CWE-328,CWE-328,1,1,0,0,0,CWE-328,823,4.115e-05,832,0.0003328,14,5.600000000000001e-06,0.00037955,16.863224029541016
BenchmarkTest00632.java,0,0,CWE-328,,,0,0,1,0,CWE-200,816,4.08e-05,576,0.0002304,14,5.600000000000001e-06,0.0002768,16.35910201072693
BenchmarkTest00633.java,0,0,CWE-328,,,0,0,1,0,CWE-200,889,4.445e-05,640,0.000256,14,5.600000000000001e-06,0.00030605,16.327282428741455
BenchmarkTest00634.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-200",813,4.0650000000000006e-05,704,0.0002816,18,7.2000000000000005e-06,0.00032945,16.33508276939392
BenchmarkTest00635.java,1,0,CWE-328,,,0,0,0,1,CWE-200,763,3.815e-05,704,0.0002816,15,6e-06,0.00032575,16.404876232147217
BenchmarkTest00636.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-200",760,3.8e-05,832,0.0003328,18,7.2000000000000005e-06,0.000378,16.412657260894775
BenchmarkTest00637.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-200,CWE-532",719,3.595e-05,832,0.0003328,22,8.8e-06,0.00037755,16.387518882751465
BenchmarkTest00638.java,1,0,CWE-328,,,0,0,0,1,Not vulnerable,741,3.7050000000000006e-05,640,0.000256,12,4.800000000000001e-06,0.00029785,16.34741187095642
BenchmarkTest00639.java,0,0,CWE-328,,,0,0,1,0,CWE-200,782,3.91e-05,640,0.000256,14,5.600000000000001e-06,0.0003007,16.35832405090332
BenchmarkTest00640.java,0,0,CWE-328,,,0,0,1,0,CWE-200,761,3.805e-05,960,0.000384,14,5.600000000000001e-06,0.00042765,16.388517141342163
BenchmarkTest00641.java,0,0,CWE-328,,,0,0,1,0,"CWE-79,CWE-200",765,3.825e-05,640,0.000256,18,7.2000000000000005e-06,0.00030145,16.34409475326538
BenchmarkTest00642.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,406,2.03e-05,256,0.0001024,14,5.600000000000001e-06,0.0001283,15.946728229522703
BenchmarkTest00643.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,362,1.8100000000000003e-05,448,0.0001792,14,5.600000000000001e-06,0.0002029,16.271366357803345
BenchmarkTest00644.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,347,1.735e-05,320,0.000128,14,5.600000000000001e-06,0.0001509499999999,16.24097228050232
BenchmarkTest00645.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-134,CWE-79",377,1.885e-05,384,0.0001536,18,7.2000000000000005e-06,0.00017965,16.3618106842041
BenchmarkTest00646.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,403,2.015e-05,448,0.0001792,12,4.800000000000001e-06,0.00020415,16.37184977531433
BenchmarkTest00647.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,345,1.725e-05,640,0.000256,13,5.2e-06,0.00027845,16.380873680114746
BenchmarkTest00648.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,348,1.7400000000000003e-05,640,0.000256,12,4.800000000000001e-06,0.0002782,16.356584787368774
BenchmarkTest00649.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,351,1.755e-05,640,0.000256,12,4.800000000000001e-06,0.00027835,16.354057788848877
BenchmarkTest00650.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,570,2.85e-05,384,0.0001536,12,4.800000000000001e-06,0.0001869,16.284907341003418
BenchmarkTest00651.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,394,1.9700000000000005e-05,256,0.0001024,14,5.600000000000001e-06,0.0001277,12.019358158111572
BenchmarkTest00652.java,1,0,CWE-330,,,0,0,0,1,"CWE-327,CWE-200",739,3.695e-05,960,0.000384,18,7.2000000000000005e-06,0.00042815,11.297632694244385
BenchmarkTest00653.java,1,0,CWE-330,CWE-338,0,1,0,0,0,"CWE-200,CWE-338",704,3.52e-05,704,0.0002816,18,7.2000000000000005e-06,0.000324,11.25909185409546
BenchmarkTest00654.java,1,0,CWE-330,CWE-338,0,1,0,0,0,CWE-338,741,3.7050000000000006e-05,576,0.0002304,14,5.600000000000001e-06,0.00027305,16.274028778076172
BenchmarkTest00655.java,0,0,CWE-614,,,0,0,1,0,Not vulnerable,594,2.9700000000000004e-05,448,0.0001792,12,4.800000000000001e-06,0.0002137,16.407270431518555
BenchmarkTest00656.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,371,1.855e-05,320,0.000128,14,5.600000000000001e-06,0.0001521499999999,16.320759534835815
BenchmarkTest00657.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,546,2.73e-05,512,0.0002048,12,4.800000000000001e-06,0.0002369,16.36665415763855
BenchmarkTest00658.java,0,0,CWE-78,CWE-78,1,0,1,0,0,CWE-78,477,2.385e-05,384,0.0001536,15,6e-06,0.00018345,16.25105881690979
BenchmarkTest00659.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,558,2.79e-05,448,0.0001792,12,4.800000000000001e-06,0.0002119,14.553871631622314
BenchmarkTest00660.java,0,0,CWE-330,,,0,0,1,0,"CWE-200,CWE-327",774,3.8700000000000006e-05,704,0.0002816,18,7.2000000000000005e-06,0.0003275,16.33672261238098
BenchmarkTest00661.java,0,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-200,CWE-330",775,3.875e-05,640,0.000256,18,7.2000000000000005e-06,0.00030195,16.354861736297607
BenchmarkTest00662.java,0,0,CWE-330,,,0,0,1,0,CWE-200,780,3.9e-05,640,0.000256,14,5.600000000000001e-06,0.0003006,16.283387660980225
BenchmarkTest00663.java,0,0,CWE-330,,,0,0,1,0,Not vulnerable,820,4.1e-05,320,0.000128,12,4.800000000000001e-06,0.0001738,14.519035339355469
BenchmarkTest00664.java,0,0,CWE-330,,,0,0,1,0,Not vulnerable,971,4.855e-05,384,0.0001536,12,4.800000000000001e-06,0.00020695,16.206082105636597
BenchmarkTest00665.java,0,0,CWE-330,,,0,0,1,0,CWE-200,767,3.835e-05,1024,0.0004096,14,5.600000000000001e-06,0.00045355,16.354177236557007
BenchmarkTest00666.java,0,0,CWE-330,,,0,0,1,0,Not vulnerable,798,3.990000000000001e-05,384,0.0001536,12,4.800000000000001e-06,0.0001983,16.290568351745605
BenchmarkTest00667.java,0,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-330,CWE-200",769,3.845e-05,704,0.0002816,18,7.2000000000000005e-06,0.00032725,11.28939127922058
BenchmarkTest00672.java,0,0,CWE-89,,,0,0,1,0,Not vulnerable,471,2.355e-05,704,0.0002816,12,4.800000000000001e-06,0.00030995,30.52153205871582
BenchmarkTest00673.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,480,2.4e-05,256,0.0001024,14,5.600000000000001e-06,0.000132,8.11362338066101
BenchmarkTest00674.java,0,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89,708,3.54e-05,448,0.0001792,14,5.600000000000001e-06,0.0002202,16.28512144088745
BenchmarkTest00675.java,0,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89,492,2.46e-05,384,0.0001536,14,5.600000000000001e-06,0.0001838,16.3063747882843
BenchmarkTest00676.java,0,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89,497,2.485e-05,256,0.0001024,14,5.600000000000001e-06,0.00013285,10.817477464675903
BenchmarkTest00677.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",651,3.2550000000000005e-05,512,0.0002048,19,7.600000000000001e-06,0.00024495,5.884954452514648
BenchmarkTest00678.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,513,2.5650000000000003e-05,384,0.0001536,14,5.600000000000001e-06,0.00018485,5.834673881530762
BenchmarkTest00679.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",529,2.6450000000000003e-05,320,0.000128,18,7.2000000000000005e-06,0.00016165,5.810197830200195
BenchmarkTest00680.java,0,0,CWE-89,,,0,0,1,0,Not vulnerable,537,2.685e-05,448,0.0001792,12,4.800000000000001e-06,0.00021085,13.199713945388794
BenchmarkTest00681.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,435,2.175e-05,320,0.000128,14,5.600000000000001e-06,0.0001553499999999,5.7452263832092285
BenchmarkTest00682.java,0,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89,517,2.585e-05,192,7.680000000000001e-05,14,5.600000000000001e-06,0.00010825,5.721688270568848
BenchmarkTest00683.java,0,0,CWE-643,,,0,0,1,0,Not vulnerable,694,3.47e-05,768,0.0003072,13,5.2e-06,0.0003471,5.804575204849243
BenchmarkTest00684.java,1,0,CWE-327,CWE-327,1,1,0,0,0,CWE-327,1126,5.6300000000000006e-05,704,0.0002816,14,5.600000000000001e-06,0.0003435,20.03057551383972
BenchmarkTest00685.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209",1172,5.86e-05,896,0.0003584,18,7.2000000000000005e-06,0.0004242,20.01795959472656
BenchmarkTest00686.java,0,0,CWE-327,,,0,0,1,0,"CWE-209,CWE-312",1118,5.59e-05,1152,0.0004608,18,7.2000000000000005e-06,0.0005239,20.0249981880188
BenchmarkTest00687.java,0,0,CWE-327,,,0,0,1,0,"CWE-209,CWE-312",1102,5.51e-05,1088,0.0004352,18,7.2000000000000005e-06,0.0004975,19.16506290435791
BenchmarkTest00688.java,1,0,CWE-327,CWE-327,1,1,0,0,0,CWE-327,1212,6.06e-05,832,0.0003328,14,5.600000000000001e-06,0.000399,19.1747989654541
BenchmarkTest00689.java,0,0,CWE-327,,,0,0,1,0,CWE-200,1000,5e-05,576,0.0002304,14,5.600000000000001e-06,0.000286,19.0590455532074
BenchmarkTest00690.java,0,0,CWE-327,,,0,0,1,0,"CWE-209,CWE-200",858,4.2900000000000006e-05,768,0.0003072,18,7.2000000000000005e-06,0.0003573,19.15034365653992
BenchmarkTest00691.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-200",874,4.3700000000000005e-05,768,0.0003072,18,7.2000000000000005e-06,0.0003581,19.16252589225769
BenchmarkTest00692.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-200",820,4.1e-05,704,0.0002816,19,7.600000000000001e-06,0.0003302,19.11729049682617
BenchmarkTest00693.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-209,CWE-327",845,4.225e-05,832,0.0003328,18,7.2000000000000005e-06,0.00038225,19.163729906082157
BenchmarkTest00694.java,1,0,CWE-90,CWE-90,1,1,0,0,0,CWE-90,673,3.365e-05,384,0.0001536,14,5.600000000000001e-06,0.00019285,19.01855993270874
BenchmarkTest00695.java,1,0,CWE-90,CWE-90,1,1,0,0,0,"CWE-79,CWE-90",758,3.79e-05,192,7.680000000000001e-05,18,7.2000000000000005e-06,0.0001219,18.903258562088013
BenchmarkTest00696.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",512,2.56e-05,640,0.000256,18,7.2000000000000005e-06,0.0002888,19.528589248657227
BenchmarkTest00697.java,1,0,CWE-22,,,0,0,0,1,CWE-200,454,2.2700000000000003e-05,640,0.000256,14,5.600000000000001e-06,0.0002843,19.130511045455933
BenchmarkTest00698.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",439,2.195e-05,448,0.0001792,18,7.2000000000000005e-06,0.00020835,19.06725645065308
BenchmarkTest00699.java,0,0,CWE-22,,,0,0,1,0,CWE-200,498,2.49e-05,768,0.0003072,14,5.600000000000001e-06,0.0003377,19.15668797492981
BenchmarkTest00700.java,1,0,CWE-22,CWE-22,1,1,0,0,0,CWE-22,503,2.515e-05,576,0.0002304,14,5.600000000000001e-06,0.00026115,19.06065273284912
BenchmarkTest00701.java,0,0,CWE-90,,,0,0,1,0,Not vulnerable,929,4.645e-05,384,0.0001536,12,4.800000000000001e-06,0.00020485,19.50519347190857
BenchmarkTest00702.java,1,0,CWE-330,CWE-330,1,1,0,0,0,CWE-330,740,3.7e-05,832,0.0003328,14,5.600000000000001e-06,0.0003754,19.145344257354736
BenchmarkTest00703.java,1,0,CWE-328,CWE-328,1,1,0,0,0,"CWE-200,CWE-328",857,4.2850000000000005e-05,832,0.0003328,19,7.600000000000001e-06,0.00038325,19.17477440834045
BenchmarkTest00704.java,1,0,CWE-328,CWE-327,0,1,0,0,0,CWE-327,826,4.13e-05,896,0.0003584,14,5.600000000000001e-06,0.0004053,19.152462244033813
BenchmarkTest00705.java,1,0,CWE-328,CWE-327,0,1,0,0,0,CWE-327,845,4.225e-05,640,0.000256,14,5.600000000000001e-06,0.00030385,18.960365056991577
BenchmarkTest00706.java,0,0,CWE-328,,,0,0,1,0,CWE-532,759,3.795e-05,960,0.000384,14,5.600000000000001e-06,0.00042755,19.167959928512573
BenchmarkTest00707.java,0,0,CWE-328,,,0,0,1,0,"CWE-200,CWE-522",778,3.89e-05,896,0.0003584,18,7.2000000000000005e-06,0.0004045,19.15532732009888
BenchmarkTest00708.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-200",702,3.51e-05,448,0.0001792,18,7.2000000000000005e-06,0.0002215,19.060301065444943
BenchmarkTest00709.java,0,0,CWE-328,,,0,0,1,0,CWE-200,692,3.46e-05,640,0.000256,14,5.600000000000001e-06,0.0002962,19.07098126411438
BenchmarkTest00710.java,1,0,CWE-328,,,0,0,0,1,CWE-200,740,3.7e-05,704,0.0002816,14,5.600000000000001e-06,0.0003241999999999,19.04281163215637
BenchmarkTest00711.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,458,2.29e-05,512,0.0002048,14,5.600000000000001e-06,0.0002333,19.09280824661255
BenchmarkTest00712.java,0,0,CWE-79,CWE-79,1,0,1,0,0,CWE-79,430,2.15e-05,320,0.000128,15,6e-06,0.0001555,19.046960592269897
BenchmarkTest00713.java,0,0,CWE-79,,,0,0,1,0,CWE-134,354,1.77e-05,448,0.0001792,14,5.600000000000001e-06,0.0002025,18.907135009765625
BenchmarkTest00714.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,361,1.805e-05,448,0.0001792,12,4.800000000000001e-06,0.00020205,19.08739137649536
BenchmarkTest00715.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-693",341,1.705e-05,512,0.0002048,19,7.600000000000001e-06,0.00022945,19.046958923339844
BenchmarkTest00716.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,366,1.83e-05,576,0.0002304,12,4.800000000000001e-06,0.0002535,19.14426970481873
BenchmarkTest00717.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,588,2.9400000000000003e-05,320,0.000128,12,4.800000000000001e-06,0.0001622,19.0568265914917
BenchmarkTest00718.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,368,1.8400000000000003e-05,640,0.000256,12,4.800000000000001e-06,0.0002792,18.996515035629272
BenchmarkTest00719.java,1,0,CWE-79,,,0,0,0,1,CWE-134,371,1.855e-05,384,0.0001536,14,5.600000000000001e-06,0.00017775,18.964859008789062
BenchmarkTest00720.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-134,CWE-79",437,2.1850000000000003e-05,576,0.0002304,18,7.2000000000000005e-06,0.00025945,19.055421352386475
BenchmarkTest00721.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,418,2.0900000000000003e-05,384,0.0001536,15,6e-06,0.0001805,19.052064418792725
BenchmarkTest00722.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,440,2.2e-05,448,0.0001792,12,4.800000000000001e-06,0.000206,19.007141590118408
BenchmarkTest00723.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,378,1.89e-05,320,0.000128,12,4.800000000000001e-06,0.0001517,18.97490811347961
BenchmarkTest00724.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-693",419,2.0950000000000004e-05,256,0.0001024,18,7.2000000000000005e-06,0.00013055,18.99233102798462
BenchmarkTest00725.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,547,2.735e-05,384,0.0001536,14,5.600000000000001e-06,0.00018655,19.05083703994751
BenchmarkTest00726.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,335,1.675e-05,256,0.0001024,12,4.800000000000001e-06,0.00012395,19.49291729927063
BenchmarkTest00727.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,359,1.795e-05,256,0.0001024,14,5.600000000000001e-06,0.00012595,4.999212503433228
BenchmarkTest00728.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,360,1.8e-05,384,0.0001536,15,6e-06,0.0001776,19.056571006774902
BenchmarkTest00729.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,356,1.7800000000000002e-05,320,0.000128,14,5.600000000000001e-06,0.0001514,18.763917684555054
BenchmarkTest00730.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,435,2.175e-05,320,0.000128,12,4.800000000000001e-06,0.00015455,19.048624992370605
BenchmarkTest00731.java,1,0,CWE-78,CWE-78,1,1,0,0,0,CWE-78,468,2.3400000000000003e-05,320,0.000128,14,5.600000000000001e-06,0.000157,18.581479787826535
BenchmarkTest00732.java,0,0,CWE-78,CWE-77,0,0,1,0,0,CWE-77,571,2.855e-05,576,0.0002304,14,5.600000000000001e-06,0.00026455,19.519913911819454
BenchmarkTest00733.java,1,0,CWE-330,,,0,0,0,1,CWE-200,720,3.6e-05,576,0.0002304,14,5.600000000000001e-06,0.000272,19.102951288223267
BenchmarkTest00734.java,1,0,CWE-330,CWE-330,1,1,0,0,0,CWE-330,759,3.795e-05,576,0.0002304,14,5.600000000000001e-06,0.00027395,18.924286365509037
BenchmarkTest00735.java,1,0,CWE-330,CWE-330,1,1,0,0,0,CWE-330,738,3.69e-05,576,0.0002304,14,5.600000000000001e-06,0.0002728999999999,19.15868306159973
BenchmarkTest00736.java,1,0,CWE-614,,,0,0,0,1,CWE-311,580,2.9e-05,832,0.0003328,14,5.600000000000001e-06,0.0003674,19.140361785888672
BenchmarkTest00737.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,556,2.78e-05,448,0.0001792,14,5.600000000000001e-06,0.0002126,19.09793496131897
BenchmarkTest00738.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,584,2.92e-05,384,0.0001536,12,4.800000000000001e-06,0.0001876,19.024526596069336
BenchmarkTest00739.java,0,0,CWE-78,CWE-78,1,0,1,0,0,CWE-78,580,2.9e-05,768,0.0003072,14,5.600000000000001e-06,0.0003418,19.128987789154053
BenchmarkTest00740.java,1,0,CWE-78,CWE-78,1,1,0,0,0,CWE-78,525,2.625e-05,384,0.0001536,14,5.600000000000001e-06,0.00018545,7.286685466766357
BenchmarkTest00741.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,523,2.615e-05,640,0.000256,12,4.800000000000001e-06,0.00028695,19.130746364593502
BenchmarkTest00742.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,571,2.855e-05,384,0.0001536,12,4.800000000000001e-06,0.00018695,19.035940408706665
